Application ID,Application Start Time,Application End Time,Applicant Name,Applicant Email,Applicant Phone #,Applicant Social Security #,Applicant Address,Renter Quantity,Unit Type,Requested Amount,Originating IP Address,Classification,Originating Country
609393,2022-04-06 07:20:22.000000,2022-04-06 07:42:10.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"850 Rosalia Road, Suite 729, 89483-9832, Hagenesfurt, Oregon, United States",1,Single-Family,10000.00,243.143.120.71,Legitimate,
609796,2022-01-07 00:08:41.000000,2022-01-07 00:15:39.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"430 Strosin Islands, Suite 044, 57948-4203, Creolahaven, Washington, United States",2,Single-Family,54000.00,68.85.15.248,Fraud,United States
610199,2022-05-01 08:47:28.000000,2022-05-01 09:06:07.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"45733 Don Plains, Apt. 755, 16085-8966, Reichelberg, Oklahoma, United States",2,Single-Family,20000.00,80.53.131.166,Legitimate,Poland
610602,2022-01-22 17:56:34.000000,2022-01-22 18:16:56.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"3874 Alvis Green, Suite 563, 20341, Jodieside, North Dakota, United States",3,Single-Family,2000.00,104.91.109.7,,United States
611005,2022-04-20 18:52:18.000000,2022-04-20 18:58:05.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"714 Spencer Walk, Apt. 043, 67297-3195, Reingertown, Indiana, United States",3,Single-Family,44000.00,168.87.17.215,Legitimate,United States
611408,2022-06-10 10:41:32.000000,2022-06-10 10:47:52.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"5646 Walsh Common, Suite 312, 46587, East Jerrodton, Florida, United States",1,Multi-Family,16000.00,45.176.154.109,,Brazil
611811,2022-01-18 21:24:05.000000,2022-01-18 21:26:30.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"38707 Mante Ports, Suite 390, 57491-0976, Bethport, Michigan, United States",1,Multi-Family,5000.00,249.178.133.9,Legitimate,
612214,2022-06-11 02:00:31.000000,2022-06-11 02:18:03.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"541 Americo Park, Apt. 428, 44754, East Alexane, New Mexico, United States",2,Multi-Family,7000.00,158.107.207.132,Legitimate,United States
612617,2022-03-27 00:50:45.000000,2022-03-27 00:51:25.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"71547 Bauch Well, Apt. 301, 26004, Creminton, Louisiana, United States",2,Multi-Family,1000.00,203.55.48.240,,Australia
613020,2022-02-17 01:54:05.000000,2022-02-17 02:15:50.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"188 Dooley Neck, Suite 586, 24179, Marlenside, Delaware, United States",3,Multi-Family,38000.00,228.174.163.195,,
613423,2022-04-17 23:10:03.000000,2022-04-17 23:21:30.000000,"Brown, Abraham",a.brown@randatmail.com,(845)-624-4531,620-57-4251,"823 Runte Ramp, Suite 845, 66915-9609, Lake Travonland, Oregon, United States",3,Multi-Family,12000.00,202.45.186.170,,Hong Kong
613826,2022-02-02 13:03:52.000000,2022-02-02 13:17:57.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"043 Elijah River, Suite 613, 51388, Daughertyshire, Vermont, United States",1,Single-Family,10000.00,73.220.32.139,,United States
614229,2022-04-11 20:10:42.000000,2022-04-11 20:10:44.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"233 Mireya Branch, Apt. 364, 10742-9957, Quinnview, Illinois, United States",1,Single-Family,54000.00,89.118.227.170,Fraud,Italy
614632,2022-04-13 00:56:28.000000,2022-04-13 01:12:55.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"51574 Durgan Island, Suite 823, 06825-7640, Port Myrtietown, Utah, United States",2,Single-Family,60000.00,42.140.31.91,,China
615035,2022-04-29 07:55:47.000000,2022-04-29 08:02:47.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"612 Welch Overpass, Suite 185, 61950, Jessycaside, Alaska, United States",2,Single-Family,47000.00,45.140.221.9,Legitimate,United States
615438,2022-03-09 03:57:28.000000,2022-03-09 04:11:54.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"632 Jaskolski Spring, Suite 038, 18508-8799, South Stephanyfort, Washington, United States",3,Single-Family,35000.00,101.219.84.96,,India
615841,2022-05-03 02:18:17.000000,2022-05-03 02:20:30.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"7443 Bernadette Hills, Suite 064, 24336-9438, Hodkiewiczland, Florida, United States",3,Single-Family,48000.00,155.99.9.27,,United States
616244,2022-06-10 20:06:40.000000,2022-06-10 20:26:46.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"1324 Emilie Village, Suite 185, 82540-9826, Hilpertside, Colorado, United States",1,Multi-Family,35000.00,100.49.184.30,,United States
616647,2022-02-14 03:48:53.000000,2022-02-14 03:59:09.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"007 Hudson Bypass, Apt. 133, 29527, East Eldoraland, Hawaii, United States",1,Multi-Family,9000.00,3.209.119.12,,United States
617050,2022-01-30 05:22:13.000000,2022-01-30 05:33:41.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"2476 Esther Ports, Apt. 250, 64490-3849, Ondrickatown, Illinois, United States",2,Multi-Family,37000.00,201.47.243.185,Legitimate,Brazil
617453,2022-02-25 02:27:02.000000,2022-02-25 02:44:36.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"9046 Erdman Union, Suite 259, 33390, Lake Rubietown, Connecticut, United States",2,Multi-Family,19000.00,110.165.242.149,,Japan
617856,2022-03-30 22:10:21.000000,2022-03-30 22:18:15.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"517 Chad Lake, Apt. 255, 90281, Barrettfort, Indiana, United States",3,Multi-Family,4000.00,184.78.135.19,Legitimate,United States
618259,2022-01-14 22:23:39.000000,2022-01-14 22:33:11.000000,"Brown, Cadie",c.brown@randatmail.com,(326)-658-8561,440-20-6534,"0972 Ansel Underpass, Suite 119, 65740, Liaside, Minnesota, United States",3,Multi-Family,41000.00,99.52.63.251,,United States
618662,2022-02-21 12:04:48.000000,2022-02-21 12:18:57.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"3212 Edgardo Cove, Apt. 865, 14279-2246, Hamillland, Vermont, United States",1,Single-Family,1000.00,73.97.95.12,Legitimate,United States
619065,2022-01-08 16:52:46.000000,2022-01-08 16:55:22.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"579 Homenick Forges, Suite 902, 05340, Gulgowskiland, Oklahoma, United States",1,Single-Family,38000.00,74.42.224.48,,United States
619468,2022-02-20 08:59:35.000000,2022-02-20 09:15:48.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"65962 Treutel Plain, Apt. 721, 55167-1792, Runolfssonport, Tennessee, United States",2,Single-Family,2000.00,33.246.10.123,Legitimate,United States
619871,2022-03-29 07:40:39.000000,2022-03-29 08:01:44.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"70876 Daugherty Knolls, Suite 629, 39825-1914, East Lauryborough, South Carolina, United States",2,Single-Family,11000.00,240.8.74.106,Legitimate,
620274,2022-04-30 14:30:07.000000,2022-04-30 14:47:54.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"0280 Kaia Center, Suite 117, 14795, Cletaberg, North Carolina, United States",3,Single-Family,57000.00,150.148.106.252,Fraud,United States
620677,2022-04-12 10:38:54.000000,2022-04-12 10:50:50.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"790 Brown Points, Suite 792, 54757-2544, Port Alison, Georgia, United States",3,Single-Family,41000.00,149.71.44.117,Legitimate,Spain
621080,2022-02-02 16:53:57.000000,2022-02-02 17:08:07.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"868 Hills Vista, Suite 624, 43074-0658, Port Jaydenville, Ohio, United States",1,Multi-Family,7000.00,145.151.166.235,Legitimate,Netherlands
621483,2022-06-16 02:49:15.000000,2022-06-16 03:04:51.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"005 Kovacek Plaza, Apt. 809, 35325, Cummingschester, South Carolina, United States",1,Multi-Family,2000.00,42.253.217.201,,China
621886,2022-06-15 02:26:12.000000,2022-06-15 02:37:26.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"7792 Okuneva Trail, Suite 502, 15871, Oceaneton, Wyoming, United States",2,Multi-Family,35000.00,221.98.63.69,,Japan
622289,2022-01-19 11:02:16.000000,2022-01-19 11:14:49.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"34584 Schmeler Radial, Suite 627, 86518, East Bradenview, Rhode Island, United States",2,Multi-Family,2000.00,9.77.167.115,Legitimate,United States
622692,2022-03-01 08:16:02.000000,2022-03-01 08:26:59.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"7912 Bernhard Spring, Suite 425, 01943, Schoenhaven, Vermont, United States",3,Multi-Family,0.00,3.165.247.19,,United States
623095,2022-04-19 22:31:34.000000,2022-04-19 22:33:28.000000,"Brown, Cherry",c.brown@randatmail.com,(207)-474-4410,912-62-6499,"49877 Witting Lights, Apt. 756, 03752, New Everettetown, Washington, United States",3,Multi-Family,21000.00,249.66.28.7,,
623498,2022-06-08 21:58:52.000000,2022-06-08 22:19:05.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"57829 Carrie Ville, Suite 214, 81101, Gloverport, Wisconsin, United States",1,Single-Family,49000.00,241.57.107.164,,
623901,2022-03-16 23:24:12.000000,2022-03-16 23:29:23.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"766 Ronaldo Dam, Suite 904, 01048, Braunside, Indiana, United States",1,Single-Family,20000.00,250.201.239.192,,
624304,2022-04-07 13:40:47.000000,2022-04-07 13:49:52.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"310 Althea Bridge, Suite 150, 08278-0520, North Hertha, Tennessee, United States",2,Single-Family,21000.00,211.200.185.63,,South Korea
624707,2022-03-03 19:24:37.000000,2022-03-03 19:38:43.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"9360 Leuschke Valleys, Apt. 502, 59072, New Heidi, West Virginia, United States",2,Single-Family,53000.00,129.1.161.209,,United States
625110,2022-06-04 01:17:47.000000,2022-06-04 01:19:35.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"560 Hilbert Lights, Apt. 612, 00326-6478, North Noahmouth, Nevada, United States",3,Single-Family,3000.00,38.177.232.171,Legitimate,United States
625513,2022-03-20 15:36:20.000000,2022-03-20 15:52:04.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"845 Jerde Unions, Apt. 453, 03116-6107, Rodriguezchester, Minnesota, United States",3,Single-Family,29000.00,157.153.238.83,,United States
625916,2022-06-01 23:39:19.000000,2022-06-01 23:44:16.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"4637 Stehr Islands, Apt. 974, 53973, Johnnyside, Connecticut, United States",1,Multi-Family,22000.00,127.196.249.130,Legitimate,
626319,2022-01-03 14:57:21.000000,2022-01-03 15:01:06.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"77543 Kassulke Curve, Suite 090, 54811-9853, East Meda, Kansas, United States",1,Multi-Family,18000.00,76.14.69.13,Legitimate,United States
626722,2022-03-24 10:44:48.000000,2022-03-24 10:50:18.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"4925 Logan Plaza, Suite 514, 42531, Kurtishaven, Maryland, United States",2,Multi-Family,21000.00,12.42.54.65,Legitimate,United States
627125,2022-05-29 17:24:54.000000,2022-05-29 17:31:39.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"6724 Effertz Wells, Suite 007, 59264-6655, Lake Geovanni, Kentucky, United States",2,Multi-Family,27000.00,155.227.159.96,Legitimate,Norway
627528,2022-01-10 07:03:25.000000,2022-01-10 07:25:03.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"4155 Littel Glens, Apt. 906, 54328-3873, Lake Veldafurt, Massachusetts, United States",3,Multi-Family,4000.00,13.132.30.235,,United States
627931,2022-03-29 17:45:21.000000,2022-03-29 17:55:20.000000,"Brown, Dainton",d.brown@randatmail.com,(613)-545-0780,529-34-5938,"7004 Kobe Villages, Suite 839, 48131-3442, North Jeanie, Montana, United States",3,Multi-Family,29000.00,88.124.186.242,Legitimate,France
628334,2022-05-31 06:07:49.000000,2022-05-31 06:22:50.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"4691 Roderick Villages, Suite 204, 63015, Verdiehaven, New Hampshire, United States",1,Single-Family,41000.00,3.96.200.246,Legitimate,Canada
628737,2022-03-22 09:05:59.000000,2022-03-22 09:08:42.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"40306 Justus Green, Apt. 570, 40759-6252, Romagueramouth, South Dakota, United States",1,Single-Family,51000.00,5.141.67.234,Fraud,Russia
629140,2022-01-06 01:40:13.000000,2022-01-06 01:49:31.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"8542 Hermiston Skyway, Suite 080, 84123-8991, Watsicaton, South Carolina, United States",2,Single-Family,30000.00,250.130.210.125,,
629543,2022-06-05 22:31:32.000000,2022-06-05 22:42:59.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"662 Grant Causeway, Suite 948, 70627-3829, Nitzschebury, Michigan, United States",2,Single-Family,1000.00,116.198.248.242,Legitimate,China
629946,2022-02-08 11:48:19.000000,2022-02-08 11:49:45.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"035 Treutel Trace, Apt. 240, 99515-5462, East Valentine, Oregon, United States",3,Single-Family,21000.00,104.94.204.133,Legitimate,United States
630349,2022-03-24 00:06:36.000000,2022-03-24 00:15:36.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"050 Pollich Mountains, Suite 097, 11074, Heidenreichport, Texas, United States",3,Single-Family,32000.00,250.181.116.219,Legitimate,
630752,2022-01-25 13:29:16.000000,2022-01-25 13:33:39.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"610 White Meadows, Apt. 739, 45595, South Violette, North Carolina, United States",1,Multi-Family,2000.00,44.168.141.106,,United States
631155,2022-05-01 13:19:36.000000,2022-05-01 13:22:12.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"5136 Jayde Groves, Suite 538, 76400-5447, Lake Tiara, Louisiana, United States",1,Multi-Family,53000.00,26.103.130.0,Fraud,United States
631558,2022-06-01 10:11:50.000000,2022-06-01 10:31:48.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"51656 Hauck Bypass, Suite 858, 32905-1070, Fredahaven, Virginia, United States",2,Multi-Family,43000.00,30.99.60.29,,United States
631961,2022-03-30 21:05:04.000000,2022-03-30 21:13:11.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"9907 Pietro Islands, Apt. 320, 19255-3252, Cartwrightfort, New Mexico, United States",2,Multi-Family,15000.00,163.15.8.115,Legitimate,Taiwan
632364,2022-05-26 01:13:35.000000,2022-05-26 01:19:41.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"65340 Carli Highway, Suite 719, 58676-0565, Uptonmouth, Maryland, United States",3,Multi-Family,33000.00,66.152.108.124,Legitimate,United States
632767,2022-04-30 20:23:39.000000,2022-04-30 20:35:56.000000,"Brown, Freddie",f.brown@randatmail.com,(121)-646-0050,281-43-8648,"53964 Darion Course, Apt. 256, 84307-1787, East Karl, Georgia, United States",3,Multi-Family,7000.00,195.191.43.94,,Germany
633170,2022-03-29 07:06:49.000000,2022-03-29 07:21:15.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"7024 Kutch Tunnel, Apt. 124, 35212, Abernathymouth, Missouri, United States",1,Single-Family,37000.00,165.236.250.170,,United States
633573,2022-04-07 00:23:13.000000,2022-04-07 00:43:52.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"2642 Kirsten Ports, Suite 577, 03537, Lake Othaton, Louisiana, United States",1,Single-Family,13000.00,71.165.69.104,,United States
633976,2022-01-08 00:25:52.000000,2022-01-08 00:34:01.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"212 Esther Trail, Suite 402, 57404, North Rodolfo, Indiana, United States",2,Single-Family,5000.00,49.33.161.9,Legitimate,India
634379,2022-02-09 20:58:09.000000,2022-02-09 20:58:17.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"60290 Marlee Inlet, Suite 508, 19159, Port Carole, Maine, United States",2,Single-Family,22000.00,34.83.185.119,Fraud,United States
634782,2022-03-02 22:29:29.000000,2022-03-02 22:39:56.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"957 Larson Rest, Apt. 359, 03068-0635, Klockoshire, Georgia, United States",3,Single-Family,54000.00,153.124.243.4,Fraud,Japan
635185,2022-03-31 02:16:50.000000,2022-03-31 02:29:27.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"90347 Kub Divide, Suite 051, 21259, North Rashawnstad, New Mexico, United States",3,Single-Family,32000.00,191.222.15.134,Legitimate,Brazil
635588,2022-02-25 13:13:03.000000,2022-02-25 13:31:41.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"69650 Leatha Mountains, Suite 067, 98201, East Napoleonbury, Indiana, United States",1,Multi-Family,48000.00,164.255.47.226,Legitimate,United States
635991,2022-04-16 21:45:47.000000,2022-04-16 22:01:55.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"879 Isobel Dale, Apt. 970, 38622-7241, Budburgh, Alabama, United States",1,Multi-Family,42000.00,241.60.84.203,,
636394,2022-03-07 10:23:47.000000,2022-03-07 10:29:55.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"379 Bednar Shoal, Apt. 572, 86078, South Eveline, Arizona, United States",2,Multi-Family,40000.00,87.80.216.124,Legitimate,United Kingdom
636797,2022-04-07 16:34:42.000000,2022-04-07 16:38:34.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"9782 O'Reilly Ports, Suite 184, 68184-2697, South Pinkie, Colorado, United States",2,Multi-Family,9000.00,64.170.108.91,Legitimate,United States
637200,2022-01-29 23:07:18.000000,2022-01-29 23:26:58.000000,"Brown, Frederick",f.brown@randatmail.com,(863)-636-9961,251-95-7458,"042 Hoppe Burgs, Apt. 105, 38213, Port Theresiaport, Tennessee, United States",3,Multi-Family,1000.00,251.165.41.219,Legitimate,
637603,2022-04-27 14:27:49.000000,2022-04-27 14:41:35.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"214 Devyn Key, Suite 027, 28967-9846, Daishaton, Minnesota, United States",1,Single-Family,49000.00,251.218.166.158,Legitimate,
638006,2022-06-04 03:32:43.000000,2022-06-04 03:52:22.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"212 Stella Common, Suite 755, 10591-2857, Lake Piper, Arkansas, United States",1,Single-Family,34000.00,38.110.126.168,Legitimate,United States
638409,2022-06-07 22:46:30.000000,2022-06-07 23:05:26.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"4127 Hilpert Shores, Suite 183, 64329, Heidenreichmouth, Oklahoma, United States",2,Single-Family,40000.00,29.176.127.64,Legitimate,United States
638812,2022-04-03 22:27:49.000000,2022-04-03 22:31:10.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"069 Nikolaus Tunnel, Suite 610, 68295, Murrayberg, Alaska, United States",2,Single-Family,20000.00,202.97.53.188,,China
639215,2022-03-30 01:59:43.000000,2022-03-30 02:05:36.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"69942 Odell Fork, Suite 510, 25598, Bergstromville, Michigan, United States",3,Single-Family,31000.00,139.103.193.87,Legitimate,Canada
639618,2022-03-13 10:07:20.000000,2022-03-13 10:13:35.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"4713 Leone Ports, Suite 086, 47425, Mannhaven, Wyoming, United States",3,Single-Family,46000.00,197.211.133.43,Legitimate,South Africa
640021,2022-02-26 01:00:16.000000,2022-02-26 01:14:55.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"796 Chaim Union, Apt. 410, 84375, New Gradymouth, Tennessee, United States",1,Multi-Family,12000.00,110.201.88.50,,China
640424,2022-06-03 08:05:45.000000,2022-06-03 08:14:29.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"28960 Morissette Plains, Suite 155, 83088, Torpberg, Washington, United States",1,Multi-Family,16000.00,86.252.166.149,Legitimate,France
640827,2022-04-16 20:04:42.000000,2022-04-16 20:14:52.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"40571 Marisa Loaf, Apt. 089, 58022, South Eriberto, Vermont, United States",2,Multi-Family,7000.00,119.68.112.100,Legitimate,South Korea
641230,2022-05-04 06:18:52.000000,2022-05-04 06:35:26.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"8058 Myron Stream, Suite 400, 63352-9887, Luettgenburgh, New Hampshire, United States",2,Multi-Family,12000.00,6.79.255.94,Legitimate,United States
641633,2022-03-26 23:02:32.000000,2022-03-26 23:13:53.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"828 Collins Mountains, Suite 600, 07640, Leschtown, Florida, United States",3,Multi-Family,8000.00,227.24.81.119,,
642036,2022-01-27 09:46:07.000000,2022-01-27 09:59:21.000000,"Brown, Grace",g.brown@randatmail.com,(748)-276-3550,447-61-1235,"5909 Leila Camp, Suite 554, 10673-3935, Merleland, Florida, United States",3,Multi-Family,2000.00,47.122.226.123,Legitimate,China
642439,2022-01-21 21:20:15.000000,2022-01-21 21:34:55.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"8159 Frami Track, Apt. 335, 13029-9973, North Roberto, New York, United States",1,Single-Family,37000.00,162.23.18.231,Legitimate,Switzerland
642842,2022-02-16 13:40:07.000000,2022-02-16 13:57:39.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"0202 Brady Land, Suite 172, 68135-5678, Tessfort, Arizona, United States",1,Single-Family,41000.00,99.219.150.185,Legitimate,Canada
643245,2022-02-23 01:11:35.000000,2022-02-23 01:21:10.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"720 Rossie Pass, Suite 228, 44736, East Maciemouth, Alabama, United States",2,Single-Family,45000.00,132.62.75.110,Legitimate,United States
643648,2022-03-28 17:27:09.000000,2022-03-28 17:46:40.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"84114 King Oval, Apt. 704, 54417-3489, West Jademouth, Tennessee, United States",2,Single-Family,3000.00,40.111.105.140,Legitimate,United States
644051,2022-03-26 17:49:37.000000,2022-03-26 17:51:05.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"6211 Modesta Landing, Apt. 722, 00727, New Richmondview, North Dakota, United States",3,Single-Family,1000.00,233.225.219.52,Legitimate,
644454,2022-02-16 23:36:44.000000,2022-02-16 23:40:12.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"58744 Swift Lakes, Suite 680, 59637, Dagmarfort, Idaho, United States",3,Single-Family,48000.00,41.158.92.28,Legitimate,Gabon
644857,2022-04-23 14:29:14.000000,2022-04-23 14:51:00.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"45041 Hegmann Trafficway, Apt. 912, 05939-0654, Roobstad, South Dakota, United States",1,Multi-Family,55000.00,6.244.74.169,Fraud,United States
645260,2022-06-06 16:12:26.000000,2022-06-06 16:25:32.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"2211 Jovan Garden, Suite 527, 38181, Bodemouth, Connecticut, United States",1,Multi-Family,55000.00,200.71.166.101,Fraud,Venezuela
645663,2022-03-05 06:20:49.000000,2022-03-05 06:26:34.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"8129 Dooley Viaduct, Apt. 442, 66912, Ernserfurt, Montana, United States",2,Multi-Family,47000.00,244.136.96.9,,
646066,2022-01-16 00:50:36.000000,2022-01-16 01:05:13.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"999 Johns Passage, Apt. 003, 20065, Lake Lailaview, Maryland, United States",2,Multi-Family,38000.00,92.212.58.103,Legitimate,Germany
646469,2022-01-30 11:20:43.000000,2022-01-30 11:39:25.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"8850 Dena Creek, Suite 154, 01119-3893, New Ellismouth, Alabama, United States",3,Multi-Family,19000.00,53.85.90.190,,Germany
646872,2022-02-19 03:11:26.000000,2022-02-19 03:12:08.000000,"Brown, Justin",j.brown@randatmail.com,(851)-654-1911,709-29-6126,"7072 Spinka Rapid, Apt. 167, 64487-2096, Medhurstville, South Carolina, United States",3,Multi-Family,24000.00,198.50.129.116,Fraud,Canada
647275,2022-02-02 20:30:27.000000,2022-02-02 20:48:44.000000,"Brown, Mike",m.brown@randatmail.com,(330)-475-3660,987-13-0002,"0145 Garrison Village, Suite 505, 82772, New Anne, Wyoming, United States",1,Single-Family,18000.00,73.241.227.226,Legitimate,United States
647678,2022-05-20 15:17:30.000000,2022-05-20 15:26:20.000000,"Brown, Mike",m.brown@randatmail.com,(330)-475-3660,987-13-0002,"4461 Zetta Row, Suite 995, 97355, Jazmynhaven, Oregon, United States",1,Single-Family,19000.00,19.154.190.146,Legitimate,United States
648081,2022-03-03 06:15:52.000000,2022-03-03 06:18:56.000000,"Brown, Mike",m.brown@randatmail.com,(330)-475-3660,987-13-0002,"7699 Fay Knolls, Suite 880, 25918-5629, Mrazmouth, Rhode Island, United States",2,Single-Family,48000.00,158.188.47.36,Legitimate,United States
648484,2022-02-15 02:03:59.000000,2022-02-15 02:11:55.000000,"Brown, Mike",m.brown@randatmail.com,(330)-475-3660,987-13-0002,"3526 Daniel Ridges, Apt. 230, 87000-9335, Port Nicholaus, New Hampshire, United States",2,Single-Family,43000.00,25.210.232.151,Legitimate,United Kingdom
